X,Y,Z
0.537861,0.439506,-0.509949
0.558090,0.402380,-0.472604
0.569065,0.403046,-0.472706
0.576542,0.404173,-0.472620
0.522847,0.399983,-0.476490
0.510827,0.399391,-0.476265
0.499649,0.399185,-0.476697
0.593529,0.417065,-0.177019
0.484229,0.412653,-0.185709
0.559786,0.480100,-0.398688
0.513634,0.480090,-0.402405
0.680793,0.624165,-0.008501
0.393374,0.617023,-0.083871
0.751058,0.901089,-0.002813
0.291613,0.875782,-0.451307
0.689274,1.065576,-0.284962
0.380377,0.746057,-1.172377
0.688380,1.157150,-0.346233
0.414254,0.715650,-1.303694
0.667163,1.120312,-0.378497
0.418107,0.677243,-1.292885
0.663347,1.097373,-0.303922
0.418906,0.685862,-1.181798
0.616738,1.081409,-0.007167
0.420540,1.138206,0.009394
0.618272,1.566411,-0.044903
0.419395,1.554283,0.014728
0.595242,1.968440,0.257728
0.408729,1.959593,0.252002
0.595659,2.019068,0.262246
0.401859,2.012366,0.264252
0.568878,2.096230,-0.137702
0.431695,2.080966,-0.184448
0.538059,0.454024,-0.028690
0.501159,0.395950,0.003485
0.579642,0.402514,0.005562
0.509172,0.472713,0.008302
0.561468,0.477675,0.009915
0.533850,0.520648,0.000892
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.377726,0.735960,0.000000
0.409018,0.702516,-0.007329
0.437738,0.675454,-0.018787
0.462535,0.686720,-0.031172
0.476677,0.717094,-0.043908
0.401098,0.629739,-0.023129
0.410440,0.629128,-0.038731
0.422980,0.631292,-0.049774
0.436024,0.634323,-0.057702
0.376222,0.648884,-0.030090
0.423839,0.698353,-0.049501
0.444478,0.726272,-0.055621
0.454766,0.739815,-0.058498
0.359285,0.684097,-0.037375
0.411172,0.734500,-0.054079
0.430785,0.746692,-0.055017
0.438370,0.747389,-0.053565
0.350977,0.721562,-0.045671
0.392505,0.757897,-0.054236
0.406507,0.763856,-0.052105
0.410073,0.759812,-0.049532
