X,Y,Z
0.501143,0.385935,-0.865636
0.519888,0.346604,-0.825522
0.528119,0.347412,-0.825548
0.537691,0.347558,-0.825086
0.484679,0.345859,-0.833110
0.470881,0.346120,-0.832974
0.460615,0.345684,-0.833348
0.553678,0.367390,-0.510321
0.442201,0.366807,-0.544137
0.522565,0.427963,-0.747312
0.478145,0.428356,-0.757100
0.644339,0.612514,-0.282776
0.351619,0.602735,-0.290586
0.699152,0.966004,-0.435194
0.305462,0.967300,-0.468302
0.643866,0.896985,-1.090259
0.320675,0.908063,-1.180115
0.613891,0.865259,-1.220623
0.344877,0.866996,-1.298535
0.618494,0.804637,-1.226944
0.341218,0.812595,-1.320334
0.618787,0.808695,-1.104963
0.340752,0.818870,-1.201207
0.588500,1.057930,-0.000156
0.397789,1.070074,0.003238
0.589313,1.514722,0.019653
0.380849,1.514205,0.036383
0.578101,1.889092,0.428065
0.380018,1.884901,0.359668
0.582990,1.940527,0.443135
0.372108,1.936399,0.375653
0.547541,2.018410,0.043304
0.412561,2.004921,-0.056734
0.490413,0.394336,-0.030722
0.450462,0.349764,0.013766
0.535471,0.351316,0.011529
0.468435,0.431485,-0.001600
0.512972,0.432296,-0.003076
0.489506,0.467940,-0.012060
0.639443,0.914586,-0.000000
0.652264,0.857738,-0.002699
0.653699,0.792025,-0.013929
0.657644,0.742345,-0.025018
0.661309,0.702455,-0.035648
0.639060,0.802201,-0.037070
0.591478,0.745472,-0.053715
0.600172,0.767687,-0.058492
0.616422,0.791523,-0.058395
0.617298,0.836150,-0.042301
0.568970,0.769233,-0.056443
0.581283,0.791677,-0.053628
0.598532,0.816296,-0.050552
0.595196,0.864733,-0.046298
0.553313,0.799214,-0.055672
0.566485,0.817994,-0.043785
0.583500,0.839796,-0.035027
0.574514,0.888711,-0.050024
0.545943,0.832255,-0.055506
0.558276,0.846032,-0.045576
0.572482,0.867691,-0.037728
0.333591,0.906893,-0.000000
0.318324,0.854212,-0.013279
0.309770,0.780226,-0.027888
0.298884,0.732804,-0.040011
0.281930,0.694444,-0.048966
0.313481,0.806771,-0.052616
0.361085,0.735556,-0.076258
0.355422,0.758065,-0.081738
0.338431,0.783611,-0.081473
0.336057,0.839033,-0.055457
0.385861,0.758183,-0.075101
0.375307,0.782886,-0.068908
0.358842,0.811639,-0.063274
0.361104,0.864955,-0.058225
0.405365,0.786271,-0.070005
0.392434,0.808698,-0.052663
0.377650,0.836195,-0.040434
0.385966,0.885859,-0.062072
0.416695,0.821551,-0.065001
0.405440,0.835727,-0.051995
0.392309,0.860194,-0.043531
