X,Y,Z
0.469796,0.315979,-0.832532
0.490868,0.277590,-0.783591
0.500088,0.277850,-0.783585
0.509689,0.278251,-0.783245
0.451617,0.278024,-0.791456
0.437582,0.278274,-0.791344
0.426132,0.278938,-0.791680
0.530515,0.293817,-0.434833
0.408251,0.295192,-0.465531
0.494677,0.359095,-0.701787
0.445211,0.363200,-0.710917
0.618964,0.523487,-0.229649
0.318787,0.519096,-0.262690
0.709023,0.823052,-0.430243
0.197407,0.833281,-0.589489
0.560837,0.823890,-0.988480
0.394627,0.759694,-1.247821
0.520456,0.825770,-1.114928
0.454329,0.763009,-1.382023
0.522057,0.760746,-1.099851
0.460463,0.711141,-1.342895
0.526969,0.752323,-0.992429
0.444731,0.707513,-1.239884
0.551851,1.022571,0.001827
0.352501,1.035444,0.000754
0.553175,1.520329,0.156080
0.345637,1.513939,0.089136
0.543623,1.916073,0.673894
0.340710,1.914082,0.469737
0.547278,1.968146,0.700960
0.332511,1.966732,0.494333
0.515189,2.058046,0.267580
0.370538,2.051562,0.011216
0.470523,0.333047,-0.032004
0.426773,0.274046,0.007196
0.514247,0.278267,0.011470
0.441920,0.365269,0.002926
0.495616,0.366424,0.005394
0.467808,0.412740,-0.007567
0.597311,0.854527,-0.000000
0.584505,0.793541,-0.006636
0.561365,0.744323,-0.016056
0.542930,0.707071,-0.023825
0.536216,0.676923,-0.030297
0.543050,0.793729,-0.031435
0.499289,0.762874,-0.044777
0.514492,0.760023,-0.049199
0.533574,0.769379,-0.048860
0.533126,0.835401,-0.031661
0.488084,0.795579,-0.038770
0.502757,0.789533,-0.036701
0.520723,0.800412,-0.035474
0.525058,0.868406,-0.031050
0.485118,0.828137,-0.033562
0.498082,0.822868,-0.025900
0.513827,0.833123,-0.021688
0.518112,0.893911,-0.030681
0.483251,0.858801,-0.029791
0.494341,0.853896,-0.021757
0.507658,0.862526,-0.016578
0.362857,0.767063,-0.000000
0.388227,0.699422,-0.002978
0.429806,0.665027,-0.000673
0.466469,0.656970,0.001650
0.491981,0.650895,0.006652
0.486998,0.730428,0.011025
0.532126,0.734037,0.008510
0.541914,0.701766,0.004504
0.539364,0.674726,0.003275
0.486537,0.758323,0.011249
0.525680,0.748921,0.012780
0.528689,0.718786,0.013039
0.522639,0.702741,0.013388
0.478803,0.772602,0.009751
0.512870,0.756389,0.009132
0.514746,0.729310,0.012691
0.509214,0.715187,0.016159
0.468953,0.780213,0.007737
0.498715,0.761144,0.007694
0.503246,0.736829,0.012612
0.499406,0.722176,0.017974
