X,Y,Z
0.571004,0.449891,-0.659505
0.591704,0.404983,-0.598148
0.602352,0.404736,-0.598094
0.611834,0.405713,-0.598223
0.552221,0.407472,-0.598165
0.537221,0.409300,-0.598243
0.523138,0.412149,-0.598689
0.630673,0.424169,-0.241537
0.505053,0.428954,-0.230549
0.595639,0.497680,-0.535385
0.543481,0.500308,-0.534061
0.738715,0.668648,-0.069705
0.420576,0.628875,-0.171278
0.820483,0.974901,-0.059785
0.214218,0.685233,-0.703297
0.811494,1.277311,-0.156485
0.382953,0.394411,-1.279876
0.824023,1.370314,-0.204819
0.409310,0.316923,-1.438987
0.785395,1.356176,-0.243153
0.426349,0.315829,-1.347519
0.771532,1.328321,-0.183501
0.428874,0.345621,-1.271067
0.680293,1.287566,-0.034119
0.449863,1.288082,0.036418
0.671972,1.815335,-0.100351
0.460667,1.806476,-0.082350
0.661762,2.299411,0.305719
0.451488,2.288051,0.130638
0.666249,2.365852,0.316433
0.447771,2.350971,0.141726
0.631636,2.437193,-0.194302
0.475558,2.435594,-0.403661
0.571826,0.478203,-0.032003
0.527779,0.413990,0.001460
0.617291,0.415442,0.004704
0.541288,0.501653,0.010542
0.596822,0.503379,0.012797
0.568854,0.549892,0.006239
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.381472,0.407908,0.000000
0.407356,0.390718,0.016240
0.421809,0.357583,0.026680
0.433697,0.331540,0.031903
0.448565,0.317550,0.036725
0.406562,0.299955,0.037110
0.444141,0.297806,0.044928
0.468481,0.301083,0.044202
0.485618,0.306486,0.042422
0.408717,0.296706,0.028936
0.447745,0.296897,0.039707
0.470636,0.301900,0.038344
0.488786,0.306945,0.035362
0.414709,0.302963,0.020366
0.452899,0.297341,0.028473
0.475680,0.300937,0.027320
0.493199,0.307355,0.024880
0.424353,0.315206,0.012224
0.452765,0.305632,0.019302
0.471657,0.307190,0.022575
0.486873,0.311473,0.024269
