0.511804,0.465808,-0.627910
0.525769,0.432016,-0.577200
0.532406,0.432335,-0.577203
0.540317,0.432832,-0.577139
0.493284,0.432031,-0.586078
0.479734,0.432391,-0.585877
0.468569,0.432642,-0.586329
0.553180,0.444018,-0.252061
0.447116,0.445604,-0.288752
0.528296,0.504244,-0.509463
0.487193,0.505632,-0.520455
0.634565,0.659385,-0.061776
0.352671,0.630091,-0.239612
0.690567,0.937758,-0.041742
0.252934,0.894211,-0.662352
0.691797,1.235117,-0.271473
0.465099,0.819393,-1.200424
0.702220,1.336362,-0.334776
0.528155,0.822121,-1.322508
0.672895,1.324677,-0.374354
0.533487,0.775703,-1.282294
0.658941,1.292709,-0.295474
0.517145,0.772399,-1.190925
0.587793,1.170378,0.009576
0.381985,1.167610,-0.007399
0.583432,1.587733,0.037791
0.395739,1.574231,0.007387
0.571431,1.973610,0.449705
0.395710,1.960806,0.298709
0.571670,2.026504,0.462626
0.387023,2.014599,0.316296
0.552772,2.097512,0.057186
0.424273,2.078785,-0.128895
0.506455,0.478040,-0.026647
0.468410,0.429966,0.002840
0.539961,0.434290,0.010069
0.478621,0.500945,0.003697
0.527987,0.502945,0.008216
0.503286,0.543924,-0.004617
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.471343,0.816251,0.000000
0.486034,0.767388,-0.003067
0.514048,0.737283,-0.007155
0.538949,0.718073,-0.010438
0.548676,0.694526,-0.014197
0.541161,0.764820,-0.014178
0.580352,0.766310,-0.020674
0.604169,0.768998,-0.024286
0.621631,0.772464,-0.026110
0.544608,0.797025,-0.016808
0.587408,0.797273,-0.020386
0.613074,0.797055,-0.021974
0.632204,0.797926,-0.023365
0.543203,0.826867,-0.018972
0.584989,0.826345,-0.022430
0.608687,0.825065,-0.023463
0.626133,0.824301,-0.024466
0.537630,0.852986,-0.020998
0.568373,0.854054,-0.023649
0.586257,0.852702,-0.022609
0.600648,0.850458,-0.021492
