X,Y,Z
0.516637,0.335467,-0.816935
0.534362,0.298603,-0.777446
0.544303,0.298775,-0.777512
0.550973,0.299496,-0.777270
0.500425,0.297653,-0.783570
0.489582,0.297669,-0.783452
0.478524,0.298476,-0.783786
0.567091,0.316740,-0.475574
0.462803,0.318024,-0.492323
0.537939,0.372576,-0.700545
0.494921,0.373868,-0.707703
0.649800,0.519903,-0.273991
0.368188,0.515589,-0.272727
0.746574,0.774949,-0.290256
0.269365,0.783158,-0.367932
0.621699,0.840387,-0.655419
0.380718,0.814830,-0.833577
0.593226,0.892326,-0.754034
0.418296,0.858174,-0.938942
0.575036,0.856854,-0.773288
0.430960,0.811028,-0.948517
0.579188,0.837260,-0.666572
0.424582,0.795218,-0.841462
0.583127,1.016275,-0.010615
0.402142,1.014793,0.012622
0.600776,1.420201,0.176683
0.411314,1.415436,0.131928
0.588634,1.771948,0.671387
0.406550,1.770495,0.508833
0.591277,1.817083,0.699737
0.399498,1.819941,0.534881
0.559080,1.905865,0.320326
0.430233,1.893512,0.111660
0.507206,0.361004,-0.028389
0.471381,0.303433,0.005914
0.549849,0.307865,0.005044
0.482894,0.383672,0.007079
0.529955,0.387201,0.006577
0.504865,0.426958,-0.000153
0.651872,0.860731,-0.000000
0.618023,0.836572,-0.010183
0.585457,0.836388,-0.019726
0.562678,0.856451,-0.027503
0.552377,0.882208,-0.033802
0.590088,0.872664,-0.029576
0.552087,0.899649,-0.045488
0.557218,0.886871,-0.052261
0.570705,0.875283,-0.053074
0.605197,0.901187,-0.027825
0.565790,0.927780,-0.037748
0.569531,0.913554,-0.038010
0.581826,0.901754,-0.037449
0.617816,0.924950,-0.026079
0.580541,0.948865,-0.031826
0.583157,0.934244,-0.026423
0.595240,0.922421,-0.022596
0.627686,0.943560,-0.024806
0.595305,0.962681,-0.026492
0.596377,0.948218,-0.020424
0.606990,0.936443,-0.015764
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
