X,Y,Z
0.548060,0.413662,-0.750687
0.570399,0.373209,-0.695130
0.582091,0.373415,-0.695271
0.589649,0.373875,-0.695236
0.531169,0.374209,-0.704365
0.517404,0.374724,-0.704445
0.505036,0.375287,-0.705017
0.607672,0.388063,-0.324738
0.486726,0.388881,-0.359857
0.574684,0.456139,-0.614599
0.523223,0.456958,-0.625459
0.710705,0.636230,-0.088198
0.386225,0.621657,-0.242474
0.789258,0.955920,-0.016952
0.278148,0.924848,-0.707562
0.788723,1.226132,-0.247716
0.478023,0.737910,-1.341258
0.800865,1.317128,-0.306554
0.520624,0.680002,-1.487509
0.776903,1.307999,-0.362327
0.521221,0.640043,-1.439152
0.759405,1.279875,-0.279559
0.515117,0.654353,-1.336331
0.667312,1.235088,-0.000791
0.430338,1.237575,0.003495
0.659176,1.724124,-0.030476
0.437387,1.716974,-0.042289
0.649278,2.179754,0.387583
0.438489,2.166538,0.219662
0.651332,2.242882,0.400057
0.432227,2.227276,0.231517
0.628377,2.316007,-0.067342
0.464642,2.305401,-0.283178
0.546416,0.430711,-0.031795
0.504952,0.373165,0.007404
0.591549,0.377971,0.010048
0.518910,0.460902,0.003978
0.572402,0.462512,0.005486
0.544044,0.507008,-0.006453
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.482074,0.716149,0.000000
0.473213,0.677467,-0.006440
0.484169,0.631408,-0.012394
0.499262,0.597218,-0.017585
0.502138,0.569944,-0.022725
0.504703,0.621044,-0.021292
0.529619,0.581496,-0.031736
0.546272,0.563731,-0.036182
0.559070,0.551591,-0.037891
0.519859,0.641011,-0.024520
0.549730,0.598054,-0.032815
0.562070,0.583262,-0.034116
0.570594,0.575687,-0.034103
0.532333,0.668962,-0.027234
0.557794,0.642452,-0.039063
0.547404,0.654581,-0.036023
0.536779,0.668527,-0.030785
0.542499,0.699491,-0.029750
0.561190,0.677614,-0.037628
0.551817,0.687529,-0.031928
0.542795,0.700584,-0.025454
