X,Y,Z
0.512756,0.336163,-0.716786
0.529582,0.298712,-0.685355
0.541150,0.298488,-0.685388
0.549406,0.298304,-0.685158
0.496170,0.299598,-0.689272
0.485577,0.300223,-0.689045
0.474312,0.301185,-0.689303
0.564579,0.314050,-0.411344
0.461824,0.318983,-0.421150
0.536060,0.371728,-0.611050
0.492761,0.373202,-0.614540
0.647219,0.517575,-0.230327
0.372836,0.516404,-0.213171
0.747266,0.777001,-0.338457
0.267359,0.778860,-0.475217
0.610553,0.758316,-0.772631
0.402022,0.716161,-1.066402
0.566731,0.766935,-0.867052
0.445387,0.727867,-1.172415
0.554233,0.717672,-0.840316
0.457205,0.678526,-1.153679
0.560860,0.710955,-0.764420
0.449863,0.671888,-1.064969
0.579680,1.003566,-0.010375
0.399655,1.005991,0.012428
0.594348,1.402435,0.159866
0.409180,1.395389,0.183652
0.579889,1.753035,0.615495
0.398495,1.747022,0.565059
0.583463,1.796658,0.640567
0.390931,1.794430,0.593646
0.547016,1.883654,0.278992
0.420855,1.871238,0.200055
0.508586,0.357120,-0.028543
0.471260,0.302034,0.006253
0.549968,0.304739,0.005660
0.485348,0.383477,0.006464
0.532567,0.384987,0.006032
0.508217,0.425733,-0.001025
0.616614,0.767324,-0.000000
0.590276,0.735024,-0.002005
0.551269,0.730279,-0.007304
0.521561,0.747561,-0.012025
0.501503,0.766732,-0.018121
0.554534,0.722321,-0.017522
0.521867,0.725262,-0.027135
0.498781,0.729227,-0.032306
0.480312,0.734642,-0.035958
0.558632,0.751593,-0.022461
0.514780,0.772176,-0.034124
0.524663,0.771116,-0.035084
0.539807,0.766903,-0.034259
0.565356,0.782430,-0.026308
0.524035,0.801403,-0.037317
0.534896,0.796414,-0.031205
0.549755,0.791091,-0.025016
0.572854,0.812212,-0.029694
0.536959,0.825304,-0.037183
0.545698,0.819189,-0.031141
0.559735,0.814132,-0.025369
0.391357,0.731438,0.000000
0.407285,0.686563,-0.012131
0.440101,0.658845,-0.020582
0.470706,0.647707,-0.024662
0.492791,0.635473,-0.028793
0.432511,0.682828,-0.039970
0.472829,0.675592,-0.050506
0.498547,0.671647,-0.053775
0.519347,0.669007,-0.055357
0.435086,0.719057,-0.038242
0.484561,0.722318,-0.047897
0.509305,0.727973,-0.048120
0.525867,0.734496,-0.047875
0.437264,0.750746,-0.035199
0.490345,0.744337,-0.046282
0.515835,0.733416,-0.048070
0.531739,0.727610,-0.048347
0.437892,0.775621,-0.031761
0.477222,0.762430,-0.039421
0.475957,0.750626,-0.036721
0.466873,0.746530,-0.034217
