X,Y,Z
0.527748,0.348162,-0.692803
0.544012,0.311556,-0.657260
0.552900,0.312582,-0.657205
0.565119,0.313585,-0.656970
0.512179,0.307406,-0.663121
0.498719,0.305340,-0.662949
0.486127,0.303912,-0.663297
0.579060,0.324290,-0.389585
0.463681,0.315635,-0.415358
0.545074,0.390340,-0.590047
0.502190,0.385644,-0.597135
0.659275,0.532943,-0.255366
0.363373,0.518824,-0.235194
0.734185,0.824054,-0.328624
0.241193,0.792604,-0.473206
0.554123,0.832774,-0.615983
0.445281,0.757453,-0.908646
0.500083,0.875972,-0.689402
0.499066,0.789828,-0.997211
0.484708,0.827600,-0.663132
0.511605,0.738605,-0.946323
0.498969,0.806693,-0.604411
0.497694,0.735715,-0.889020
0.575886,1.028345,-0.003617
0.387500,1.031810,0.005395
0.579434,1.467929,0.100355
0.381458,1.454183,0.097549
0.560655,1.836683,0.495802
0.369362,1.822812,0.408691
0.562850,1.884432,0.515825
0.360400,1.872089,0.429570
0.527825,1.974924,0.158565
0.390998,1.951574,0.036681
0.524119,0.369210,-0.029383
0.488526,0.300270,0.001092
0.569019,0.318662,0.007754
0.493071,0.387325,0.006758
0.543075,0.397552,0.010949
0.513214,0.436337,0.002218
0.535594,0.838334,-0.000000
0.505443,0.802370,0.000899
0.469603,0.795511,-0.003199
0.441077,0.806966,-0.007125
0.422384,0.821080,-0.010739
0.457622,0.814885,-0.021009
0.412035,0.827792,-0.031872
0.421239,0.823924,-0.035088
0.438783,0.820471,-0.034285
0.464737,0.850366,-0.024286
0.416849,0.864916,-0.029770
0.426825,0.857399,-0.026441
0.444224,0.853277,-0.023664
0.474942,0.882611,-0.026354
0.432561,0.896029,-0.028494
0.441635,0.885665,-0.019615
0.456886,0.879757,-0.013799
0.487074,0.909812,-0.027912
0.451420,0.918927,-0.027456
0.456588,0.908701,-0.018358
0.468812,0.903287,-0.011456
0.409218,0.756371,0.000000
0.455664,0.764845,0.003266
0.494450,0.751760,0.000311
0.518982,0.742347,-0.005382
0.539117,0.734274,-0.011259
0.493530,0.701696,-0.009941
0.533401,0.695671,-0.024874
0.556513,0.691224,-0.035983
0.574590,0.683685,-0.044038
0.482694,0.704861,-0.021750
0.523224,0.700669,-0.036982
0.547843,0.696688,-0.048038
0.568808,0.689975,-0.056416
0.470440,0.719821,-0.033524
0.504634,0.718854,-0.048320
0.525904,0.720021,-0.056873
0.543932,0.718200,-0.063059
0.458321,0.744504,-0.045074
0.478866,0.747630,-0.057331
0.492059,0.748015,-0.062475
0.503468,0.748442,-0.066435
