X,Y,Z
0.514829,0.342232,-0.660885
0.534712,0.304088,-0.626512
0.543085,0.305114,-0.626580
0.552279,0.306380,-0.626425
0.499473,0.299890,-0.627523
0.485834,0.298338,-0.627205
0.475668,0.298170,-0.627380
0.569221,0.321222,-0.338390
0.455860,0.315403,-0.339009
0.535784,0.383838,-0.553407
0.488743,0.382224,-0.553876
0.657844,0.530835,-0.222803
0.357938,0.528049,-0.123334
0.735938,0.819856,-0.381502
0.244535,0.769455,-0.469589
0.570111,0.790238,-0.752184
0.287196,0.633129,-1.181947
0.515898,0.805242,-0.852224
0.300371,0.602395,-1.310429
0.496852,0.757475,-0.822422
0.322886,0.573556,-1.281464
0.514799,0.743324,-0.745186
0.325187,0.580945,-1.185156
0.581809,1.031378,-0.012035
0.388685,1.023237,0.014063
0.588460,1.463101,0.129727
0.381124,1.454144,0.152083
0.566926,1.838359,0.582332
0.373323,1.823538,0.520936
0.570604,1.884284,0.605485
0.367532,1.870082,0.543513
0.531550,1.970545,0.216132
0.393022,1.950514,0.110259
0.510919,0.365295,-0.029622
0.476851,0.299540,0.004127
0.558069,0.314962,0.005334
0.482143,0.385063,0.008160
0.532880,0.394850,0.009118
0.503158,0.434241,0.001639
0.550475,0.793279,-0.000000
0.523254,0.743712,-0.001539
0.479246,0.731848,-0.007383
0.443791,0.747428,-0.012219
0.423214,0.769706,-0.016902
0.487203,0.737227,-0.026887
0.438549,0.739356,-0.038979
0.450876,0.744206,-0.042547
0.468844,0.746691,-0.042324
0.490029,0.777208,-0.029951
0.437900,0.778069,-0.037290
0.451232,0.776754,-0.034289
0.470358,0.777934,-0.032144
0.492805,0.815139,-0.031742
0.442465,0.813161,-0.035695
0.455021,0.807154,-0.026651
0.473226,0.806870,-0.020830
0.495705,0.847652,-0.033034
0.453641,0.841269,-0.033620
0.463194,0.833640,-0.024787
0.478309,0.833897,-0.018806
0.312177,0.663563,-0.000000
0.336073,0.645407,-0.005375
0.354141,0.624131,-0.012609
0.366726,0.609943,-0.021447
0.373295,0.599994,-0.029061
0.335759,0.557294,-0.005901
0.354607,0.541730,-0.022215
0.363058,0.568567,-0.033224
0.362686,0.590692,-0.038183
0.318250,0.559630,-0.010364
0.339089,0.553192,-0.023824
0.349875,0.585784,-0.028212
0.350300,0.606894,-0.028616
0.302329,0.571946,-0.016588
0.323927,0.574364,-0.028234
0.334385,0.603974,-0.026079
0.334124,0.622186,-0.021941
0.289107,0.591920,-0.023717
0.309223,0.601020,-0.030292
0.319406,0.621654,-0.027118
0.320818,0.634236,-0.022628
