X,Y,Z
0.477429,0.425039,-0.795536
0.494539,0.390612,-0.759559
0.506374,0.390383,-0.759603
0.513613,0.390269,-0.759714
0.461735,0.391641,-0.767757
0.452678,0.392058,-0.767898
0.441488,0.392548,-0.768216
0.528945,0.404585,-0.472029
0.429818,0.406006,-0.500121
0.500289,0.460647,-0.683832
0.456946,0.461356,-0.691834
0.613343,0.602410,-0.259769
0.340763,0.600483,-0.288676
0.685302,0.855332,-0.178570
0.269799,0.853831,-0.152542
0.599542,1.014819,-0.442399
0.336942,1.031373,-0.387166
0.581537,1.087004,-0.518890
0.337533,1.104137,-0.459433
0.549041,1.054008,-0.561240
0.376180,1.083997,-0.508912
0.550925,1.025426,-0.464710
0.377411,1.047450,-0.409738
0.556814,1.062833,-0.010784
0.385263,1.089360,0.012316
0.543033,1.489159,0.041746
0.370375,1.473740,0.003855
0.529209,1.844585,0.434995
0.369827,1.828801,0.267838
0.530381,1.894728,0.456035
0.370122,1.877396,0.280918
0.501287,1.958403,0.099947
0.387078,1.946348,-0.116460
0.475792,0.443417,-0.025542
0.441201,0.395004,0.005600
0.511319,0.395032,0.005396
0.454968,0.466679,0.005848
0.498361,0.466191,0.005690
0.476888,0.503931,-0.001736
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
