X,Y,Z
0.475119,0.400889,-0.597726
0.495093,0.355923,-0.548682
0.505430,0.356308,-0.548713
0.514364,0.356723,-0.548986
0.455844,0.354205,-0.560449
0.439641,0.353863,-0.560279
0.425434,0.353589,-0.560837
0.532078,0.367725,-0.185206
0.401583,0.360283,-0.227740
0.498194,0.452133,-0.459004
0.447284,0.456477,-0.471872
0.625376,0.607024,0.050698
0.305218,0.577582,-0.177263
0.698044,0.932925,0.048981
0.166190,0.826041,-0.699146
0.663073,1.167609,-0.209915
0.348824,0.527480,-1.332083
0.666332,1.247211,-0.271783
0.377158,0.447575,-1.477525
0.637765,1.227975,-0.303320
0.380452,0.424041,-1.427763
0.624356,1.205829,-0.235248
0.378994,0.451848,-1.328058
0.564927,1.241602,0.022471
0.317875,1.234274,-0.020002
0.538078,1.788489,-0.034980
0.313467,1.772750,-0.130660
0.504008,2.294886,0.337658
0.295498,2.285988,0.077638
0.501099,2.361300,0.346693
0.284924,2.351233,0.083534
0.481861,2.439534,-0.152889
0.324085,2.436425,-0.479581
0.475562,0.420122,-0.032382
0.428368,0.351347,0.001023
0.519245,0.356201,0.008079
0.445232,0.446643,0.007657
0.499961,0.449026,0.011864
0.472956,0.496670,0.003904
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.341841,0.527840,-0.000000
0.377500,0.507509,0.006603
0.388814,0.485529,0.006599
0.394579,0.470315,0.000383
0.399167,0.454004,-0.005649
0.356105,0.418024,0.020956
0.371873,0.382012,0.016908
0.380034,0.358684,0.012501
0.383369,0.341242,0.009522
0.353217,0.415932,0.011851
0.391895,0.404352,0.001195
0.399831,0.430241,-0.004879
0.394958,0.450531,-0.005740
0.357689,0.416675,0.001767
0.396881,0.410796,-0.009108
0.399899,0.443728,-0.010477
0.393328,0.466804,-0.007365
0.368787,0.420713,-0.008223
0.404109,0.415834,-0.010895
0.409464,0.440169,-0.007181
0.406159,0.460113,-0.002719
