X,Y,Z
0.470414,0.319532,-0.663421
0.491883,0.281030,-0.615326
0.502657,0.281392,-0.615321
0.511424,0.281722,-0.614884
0.452474,0.280505,-0.623724
0.438699,0.280510,-0.623643
0.425987,0.281006,-0.624017
0.529643,0.295910,-0.301921
0.409098,0.295432,-0.315577
0.495385,0.362053,-0.546456
0.444723,0.365119,-0.553575
0.620555,0.514907,-0.130563
0.311802,0.520721,-0.202579
0.705375,0.792403,-0.381101
0.196565,0.839872,-0.494236
0.537898,0.761720,-0.881317
0.397895,0.834381,-0.938231
0.492642,0.781953,-0.999811
0.455877,0.861343,-1.044395
0.476930,0.717793,-0.964536
0.458911,0.799726,-1.001587
0.487158,0.709865,-0.876916
0.444828,0.789016,-0.924174
0.550670,1.029615,0.012258
0.351976,1.032644,-0.009664
0.556970,1.524932,0.131004
0.347394,1.527340,0.043681
0.552862,1.930660,0.556811
0.351691,1.927572,0.336299
0.556855,1.984664,0.576917
0.345266,1.980503,0.352099
0.527370,2.072717,0.169364
0.383895,2.066045,-0.104559
0.466769,0.334862,-0.031917
0.423241,0.276117,0.007545
0.511318,0.279454,0.010647
0.438858,0.366844,0.003392
0.492149,0.367974,0.005157
0.464529,0.414007,-0.006707
0.555144,0.803499,-0.000000
0.527614,0.741494,-0.002369
0.498847,0.695832,-0.013258
0.470362,0.662843,-0.024242
0.452030,0.631385,-0.033184
0.482225,0.756535,-0.024744
0.431341,0.728226,-0.040125
0.449429,0.727184,-0.046157
0.472265,0.735683,-0.046881
0.474121,0.802820,-0.028511
0.423488,0.764190,-0.037430
0.439364,0.759913,-0.035421
0.461672,0.767543,-0.033876
0.467617,0.841630,-0.031612
0.420397,0.802292,-0.035681
0.435766,0.795035,-0.026180
0.459294,0.800353,-0.020461
0.462366,0.872267,-0.034894
0.427831,0.848971,-0.037353
0.444076,0.835526,-0.029374
0.466956,0.832886,-0.023004
0.457438,0.801736,0.000000
0.477772,0.755883,-0.023827
0.474727,0.718327,-0.045696
0.467163,0.682130,-0.064978
0.460779,0.648510,-0.085240
0.448891,0.827885,-0.062385
0.462209,0.847731,-0.092069
0.477234,0.825691,-0.111091
0.493675,0.801318,-0.123582
0.448710,0.858905,-0.064687
0.484460,0.879802,-0.093584
0.516663,0.862315,-0.108014
0.546495,0.841402,-0.120173
0.458866,0.871457,-0.067089
0.495861,0.885875,-0.100848
0.526838,0.872768,-0.116032
0.553685,0.854048,-0.123799
0.472605,0.872129,-0.069647
0.497845,0.883240,-0.095987
0.519817,0.875232,-0.105519
0.537006,0.861282,-0.112297
