X,Y,Z
0.526289,0.348894,-0.928825
0.547906,0.312349,-0.885317
0.559480,0.313266,-0.885435
0.567531,0.315449,-0.885313
0.508899,0.313164,-0.890102
0.496764,0.314996,-0.890219
0.484283,0.317076,-0.890718
0.583440,0.339926,-0.575077
0.472632,0.338380,-0.595279
0.550931,0.391264,-0.812276
0.499379,0.390842,-0.818604
0.676717,0.593429,-0.355546
0.391117,0.586778,-0.413060
0.719118,0.913566,-0.251590
0.334391,0.882298,-0.550930
0.713867,1.175038,-0.553855
0.379985,0.967093,-1.092164
0.723106,1.257039,-0.641758
0.395113,1.015101,-1.210979
0.702427,1.255373,-0.711726
0.423082,0.983538,-1.254615
0.689584,1.219419,-0.591168
0.423074,0.962154,-1.120914
0.628092,1.094888,-0.019822
0.456947,1.129466,0.021730
0.631754,1.551628,0.076222
0.443923,1.557774,0.105038
0.630538,1.924298,0.581596
0.454677,1.933359,0.478092
0.634728,1.975735,0.609825
0.454434,1.987476,0.502862
0.604699,2.051206,0.222605
0.477095,2.053340,0.077765
0.521160,0.372939,-0.033101
0.476498,0.323163,0.012093
0.568461,0.325740,0.011844
0.495935,0.411905,-0.000396
0.544732,0.412621,-0.000590
0.518962,0.451065,-0.009654
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
