0.494707,0.395915,-0.815883
0.510653,0.357814,-0.749850
0.519246,0.359489,-0.749789
0.529592,0.361081,-0.749453
0.476902,0.356272,-0.769519
0.463365,0.356980,-0.769513
0.450440,0.358487,-0.769922
0.544668,0.377488,-0.372482
0.429688,0.377158,-0.438011
0.514816,0.439583,-0.669044
0.469792,0.438077,-0.697779
0.632629,0.634061,-0.159771
0.336054,0.611952,-0.336141
0.690975,0.954664,-0.097070
0.161037,0.898838,-0.751910
0.714969,1.234312,-0.398208
0.406911,0.813953,-1.313243
0.734928,1.322567,-0.474022
0.464214,0.807844,-1.439545
0.710814,1.315353,-0.531085
0.477378,0.762033,-1.397850
0.692110,1.287799,-0.435269
0.458836,0.761335,-1.303883
0.589047,1.191852,0.018489
0.376152,1.196211,-0.016452
0.583549,1.657569,0.078503
0.381308,1.660118,-0.032055
0.581750,2.081828,0.529842
0.401730,2.074415,0.268699
0.585596,2.142033,0.545777
0.396909,2.128444,0.283678
0.562792,2.211705,0.096528
0.433291,2.207372,-0.225697
0.489876,0.393933,-0.031798
0.446826,0.355434,0.014950
0.533345,0.359552,0.016759
0.462414,0.436560,-0.005802
0.511651,0.438561,-0.004570
0.485593,0.476875,-0.019295
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.393316,0.815072,-0.000000
0.409703,0.757981,-0.007227
0.437617,0.705195,-0.014961
0.461892,0.671202,-0.022822
0.476949,0.643651,-0.028344
0.484021,0.734609,-0.013850
0.529310,0.742018,-0.026858
0.512990,0.747137,-0.034039
0.493382,0.748247,-0.036487
0.488387,0.774097,-0.016722
0.532092,0.779209,-0.024107
0.515909,0.781223,-0.024608
0.496097,0.781196,-0.024460
0.490578,0.811586,-0.020499
0.528663,0.814258,-0.023668
0.514876,0.815553,-0.017191
0.496933,0.816363,-0.013209
0.489538,0.846689,-0.025262
0.524096,0.843221,-0.024336
0.509272,0.843181,-0.015764
0.492739,0.844428,-0.009366
