X,Y,Z
0.524044,0.253771,-0.809236
0.548747,0.205865,-0.787293
0.562130,0.205969,-0.787093
0.571836,0.206213,-0.786713
0.506255,0.205537,-0.767722
0.492154,0.204485,-0.767840
0.479808,0.204227,-0.767785
0.592520,0.224015,-0.498180
0.466988,0.220593,-0.409218
0.549491,0.302706,-0.698047
0.498437,0.300638,-0.670019
0.681793,0.459950,-0.292577
0.383661,0.456880,-0.124964
0.799058,0.872577,-0.635411
0.257030,0.862468,-0.447049
0.685427,0.598521,-1.329201
0.374442,0.567933,-1.203191
0.665874,0.527477,-1.450385
0.379130,0.495353,-1.314024
0.660992,0.483349,-1.397823
0.381602,0.459881,-1.273050
0.656372,0.504634,-1.320297
0.392635,0.478725,-1.202475
0.620874,1.016074,-0.040610
0.427918,1.008889,0.042797
0.622736,1.469629,0.112505
0.409035,1.468329,0.268442
0.615604,1.863867,0.589085
0.415626,1.866388,0.681299
0.622465,1.916124,0.615965
0.408919,1.920058,0.715000
0.586538,2.006219,0.208440
0.443488,2.007569,0.268739
0.522284,0.266481,-0.036363
0.473310,0.211109,0.013133
0.574067,0.210769,0.011651
0.494945,0.309548,0.000748
0.548379,0.310018,0.000029
0.521062,0.351482,-0.008897
0.682854,0.609252,-0.000000
0.696438,0.556893,0.002655
0.699576,0.498028,-0.006380
0.681324,0.451776,-0.015884
0.657495,0.426362,-0.027198
0.721805,0.478359,-0.031017
0.682691,0.405420,-0.048297
0.649025,0.386931,-0.056885
0.629653,0.385750,-0.060974
0.707438,0.502906,-0.040035
0.666508,0.422739,-0.053267
0.633195,0.397946,-0.055789
0.612283,0.390019,-0.058911
0.684064,0.525212,-0.047746
0.647051,0.447763,-0.058879
0.616922,0.420203,-0.058629
0.597902,0.409198,-0.059229
0.656212,0.543150,-0.054302
0.629365,0.476982,-0.063334
0.610836,0.449898,-0.063311
0.597155,0.433469,-0.063390
0.352184,0.599529,0.000000
0.337135,0.540801,-0.000826
0.338695,0.482466,-0.014283
0.359431,0.439841,-0.028736
0.383674,0.418380,-0.042414
0.315982,0.462614,-0.037706
0.356798,0.395539,-0.059820
0.389724,0.376825,-0.069569
0.411233,0.372686,-0.073175
0.333879,0.488263,-0.047990
0.375438,0.410826,-0.067797
0.407833,0.384909,-0.070569
0.429472,0.375423,-0.070723
0.359074,0.512188,-0.057083
0.398222,0.435746,-0.070519
0.423993,0.408512,-0.066401
0.439468,0.396036,-0.061846
0.388672,0.531936,-0.066179
0.418782,0.467955,-0.070756
0.435049,0.440329,-0.064190
0.446253,0.423042,-0.058205
